name,company,for_gender,rating,number_votes,main accords,top notes,middle notes,base notes,longevity,sillage,gender_vote,price value
Flying,Maison Martin Margiela,for women and men,3.49,208.0,"{'citrus': 100.0, 'white floral': 82.8302, 'floral': 59.2151, 'ozonic': 59.0566, 'fresh spicy': 55.3585, 'aromatic': 51.8189, 'sweet': 51.2377, 'green': 49.3358, 'woody': 45.3472, 'fresh': 44.2642}","['Orange Blossom', 'Bergamot', 'Petitgrain']","['Neroli Essence', 'Almond Blossom', 'Ylang-Ylang']","['Ozonic notes', 'Musk', 'Moss']","{'very weak': 11, 'weak': 9, 'moderate': 30, 'long lasting': 14, 'eternal': 4}","{'intimate': 26, 'moderate': 44, 'strong': 28, 'enormous': 24}","{'female': 0, 'more female': 3, 'unisex': 7, 'more male': 2, 'male': 0}","{'way overpriced': 0, 'overpriced': 4, 'ok': 3, 'good value': 2, 'great value': 0}"
Good Girl,Carolina Herrera,for women,3.77,6703.0,"{'white floral': 100.0, 'warm spicy': 95.3577, 'sweet': 94.3164, 'vanilla': 87.9747, 'cacao': 75.3781, 'tuberose': 67.4378, 'amber': 66.9746, 'almond': 61.1344, 'woody': 60.3612, 'powdery': 55.7172}","['Almond', 'Coffee', 'Bergamot', 'Lemon']","['Tuberose', 'Jasmine Sambac', 'Orris', 'Orange Blossom', 'Bulgarian Rose']","['Tonka Bean', 'Cacao', 'Vanilla', 'Praline', 'Sandalwood', 'Amber', 'Musk', 'Cashmere Wood', 'Patchouli', 'Cinnamon', 'Cedar']","{'very weak': 131, 'weak': 162, 'moderate': 624, 'long lasting': 969, 'eternal': 333}","{'intimate': 317, 'moderate': 1059, 'strong': 959, 'enormous': 509}","{'female': 400, 'more female': 69, 'unisex': 23, 'more male': 3, 'male': 4}","{'way overpriced': 33, 'overpriced': 115, 'ok': 216, 'good value': 60, 'great value': 10}"
Prada L'Homme,Prada,for men,4.36,4297.0,"{'powdery': 100.0, 'iris': 95.1217, 'violet': 85.3047, 'woody': 76.611, 'fresh spicy': 66.6965, 'earthy': 61.043, 'amber': 59.6134, 'aromatic': 58.1629, 'warm spicy': 57.4133, 'floral': 49.9728}","['Neroli', 'Black Pepper', 'Cardamom', 'Carrot Seeds']","['iris', 'Violet', 'Geranium', 'Mate']","['Amber', 'Cedar', 'Patchouli', 'Sandalwood']","{'very weak': 128, 'weak': 155, 'moderate': 745, 'long lasting': 1048, 'eternal': 187}","{'intimate': 387, 'moderate': 1559, 'strong': 465, 'enormous': 282}","{'female': 6, 'more female': 3, 'unisex': 107, 'more male': 260, 'male': 147}","{'way overpriced': 13, 'overpriced': 49, 'ok': 252, 'good value': 135, 'great value': 28}"
Layton,Parfums de Marly,for women and men,4.47,3160.0,"{'warm spicy': 100.0, 'vanilla': 84.83840000000001, 'fresh spicy': 81.7385, 'woody': 79.7865, 'aromatic': 77.4623, 'fruity': 72.9502, 'powdery': 65.6706, 'lavender': 59.8912, 'fresh': 57.4306, 'citrus': 53.1287}","['Apple', 'Lavender', 'Mandarin Orange', 'Bergamot']","['Geranium', 'Violet', 'Jasmine']","['Vanilla', 'Cardamom', 'Sandalwood', 'Pepper', 'Patchouli', 'Guaiac Wood']","{'very weak': 79, 'weak': 93, 'moderate': 258, 'long lasting': 1030, 'eternal': 377}","{'intimate': 166, 'moderate': 667, 'strong': 1012, 'enormous': 451}","{'female': 7, 'more female': 2, 'unisex': 85, 'more male': 250, 'male': 136}","{'way overpriced': 60, 'overpriced': 126, 'ok': 193, 'good value': 48, 'great value': 14}"
Versace Pour Homme Dylan Blue,Versace,for men,4.03,4721.0,"{'amber': 100.0, 'citrus': 90.5489, 'fresh spicy': 70.5592, 'musky': 69.1286, 'aquatic': 66.9743, 'warm spicy': 62.7015, 'woody': 54.3619, 'fresh': 50.7444, 'aromatic': 50.2093, 'smoky': 49.4854}","['Calabrian bergamot', 'Grapefruit', 'Water Notes', 'Fig Leaf']","['Ambroxan', 'Patchouli', 'Black Pepper', 'Violet Leaf', 'Papyrus']","['Incense', 'Musk', 'Tonka Bean', 'Saffron']","{'very weak': 101, 'weak': 138, 'moderate': 776, 'long lasting': 1290, 'eternal': 154}","{'intimate': 263, 'moderate': 1513, 'strong': 735, 'enormous': 289}","{'female': 3, 'more female': 2, 'unisex': 14, 'more male': 111, 'male': 413}","{'way overpriced': 4, 'overpriced': 31, 'ok': 136, 'good value': 270, 'great value': 77}"
Angel Muse,Mugler,for women,4.11,5545.0,"{'woody': 100.0, 'sweet': 95.9669, 'patchouli': 86.6416, 'nutty': 83.3665, 'earthy': 72.8337, 'warm spicy': 58.3208, 'aromatic': 56.4482, 'chocolate': 51.7165, 'balsamic': 46.9925, 'citrus': 44.7635}","['Pink Pepper', 'Grapefruit']",['Hazelnut cocoa spread'],"['Patchouli', 'Vetiver']","{'very weak': 94, 'weak': 109, 'moderate': 404, 'long lasting': 849, 'eternal': 402}","{'intimate': 256, 'moderate': 764, 'strong': 996, 'enormous': 560}","{'female': 169, 'more female': 98, 'unisex': 84, 'more male': 1, 'male': 1}","{'way overpriced': 9, 'overpriced': 32, 'ok': 158, 'good value': 90, 'great value': 22}"
Grand Soir,Maison Francis Kurkdjian,for women and men,4.39,2838.0,"{'amber': 100.0, 'vanilla': 69.2184}",[],"['Amber', 'Siam Benzoin', 'Vanilla', 'Tonka Bean', 'Spanish Labdanum']",[],"{'very weak': 68, 'weak': 72, 'moderate': 158, 'long lasting': 424, 'eternal': 571}","{'intimate': 150, 'moderate': 622, 'strong': 576, 'enormous': 407}","{'female': 16, 'more female': 19, 'unisex': 227, 'more male': 101, 'male': 35}","{'way overpriced': 48, 'overpriced': 86, 'ok': 134, 'good value': 52, 'great value': 12}"
Narciso Poudree,Narciso Rodriguez,for women,4.09,4731.0,"{'white floral': 100.0, 'woody': 98.8069, 'musky': 97.6377, 'aromatic': 72.5882, 'powdery': 68.2059, 'sweet': 65.7723, 'rose': 60.7576, 'vanilla': 59.3933, 'balsamic': 55.199, 'warm spicy': 51.6966}","['Jasmine', 'Bulgarian Rose', 'Orange Blossom']",['Musk'],"['Coumarin', 'Cedar', 'Vetiver', 'Patchouli']","{'very weak': 83, 'weak': 126, 'moderate': 450, 'long lasting': 592, 'eternal': 233}","{'intimate': 286, 'moderate': 824, 'strong': 526, 'enormous': 420}","{'female': 208, 'more female': 19, 'unisex': 8, 'more male': 1, 'male': 2}","{'way overpriced': 3, 'overpriced': 36, 'ok': 120, 'good value': 47, 'great value': 11}"
Knize Ten,Knize,for men,4.22,902.0,"{'leather': 100.0, 'woody': 81.6293, 'animalic': 66.6779, 'warm spicy': 65.8188, 'aromatic': 64.7002, 'smoky': 63.2817, 'fresh spicy': 56.4778, 'powdery': 56.201, 'citrus': 56.0165, 'musky': 54.5461}","['Geranium', 'Rosemary', 'Bergamot', 'Orange', 'Petitgrain', 'Amalfi Lemon']","['Carnation', 'Patchouli', 'Sandalwood', 'Orris', 'tincture of rose', 'Virginia Cedar', 'Cinnamon', 'Orange Blossom']","['Leather', 'Castoreum', 'oak moss', 'Amber', 'Musk', 'Vanilla']","{'very weak': 19, 'weak': 16, 'moderate': 53, 'long lasting': 132, 'eternal': 65}","{'intimate': 37, 'moderate': 138, 'strong': 154, 'enormous': 63}","{'female': 0, 'more female': 0, 'unisex': 6, 'more male': 14, 'male': 11}","{'way overpriced': 0, 'overpriced': 2, 'ok': 12, 'good value': 9, 'great value': 3}"
Les Exclusifs de Chanel Bel Respiro,Chanel,for women,4.1,651.0,"{'green': 100.0, 'fresh': 52.1947, 'leather': 50.372, 'floral': 49.1466}",[],"['Green Notes', 'Grass', 'Leather', 'Flowers']",[],"{'very weak': 29, 'weak': 34, 'moderate': 65, 'long lasting': 20, 'eternal': 9}","{'intimate': 93, 'moderate': 53, 'strong': 39, 'enormous': 43}","{'female': 2, 'more female': 3, 'unisex': 6, 'more male': 1, 'male': 0}","{'way overpriced': 4, 'overpriced': 2, 'ok': 3, 'good value': 0, 'great value': 0}"
Eau de Fleurs de Cedrat,Guerlain,for women and men,4.31,297.0,"{'citrus': 100.0, 'aromatic': 48.6304}",[],"['Lemon', 'Bergamot', 'Citron']",[],"{'very weak': 66, 'weak': 16, 'moderate': 12, 'long lasting': 7, 'eternal': 3}","{'intimate': 76, 'moderate': 28, 'strong': 21, 'enormous': 36}","{'female': 0, 'more female': 0, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 1, 'ok': 2, 'good value': 2, 'great value': 0}"
Lily of the Valley,Yardley,for women,3.87,244.0,"{'white floral': 100.0, 'green': 76.2339, 'fresh': 55.629}",[],"['Lily-of-the-Valley', 'Green Notes', 'Jasmine', 'Gardenia', 'Geranium', 'Magnolia']",[],"{'very weak': 12, 'weak': 18, 'moderate': 19, 'long lasting': 4, 'eternal': 4}","{'intimate': 21, 'moderate': 28, 'strong': 16, 'enormous': 10}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Ellada,Severnoye Siyanie,for women,4.43,23.0,{},[],[],[],"{'very weak': 0, 'weak': 2, 'moderate': 1, 'long lasting': 2, 'eternal': 0}","{'intimate': 1, 'moderate': 5, 'strong': 2, 'enormous': 4}","{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}"
Lysval,Girard,for women,3.37,52.0,"{'floral': 100.0, 'white floral': 90.6558, 'iris': 72.623, 'woody': 68.6885, 'powdery': 65.4098, 'rose': 60.0, 'yellow floral': 56.2295, 'aquatic': 50.4918, 'amber': 48.0328, 'sweet': 48.0328}","['Jasmine', 'tincture of rose', 'Ylang-Ylang', 'African Orange flower']","['iris', 'Sandalwood', 'Benzoin', 'Orris']","['Water Hyacinth', 'Freesia', 'Lily-of-the-Valley']","{'very weak': 1, 'weak': 0, 'moderate': 3, 'long lasting': 2, 'eternal': 1}","{'intimate': 1, 'moderate': 6, 'strong': 2, 'enormous': 3}","{'female': 1, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}"
Eva,Lubin,for women,5.0,2.0,{},[],[],[],"{'very weak': 1, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 3}","{'intimate': 0, 'moderate': 3, 'strong': 0, 'enormous': 3}","{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}"
Novaya Zarya,Nouvelle Etoile – Новая Заря,for women,3.0,2.0,"{'white floral': 100.0, 'yellow floral': 73.75, 'citrus': 73.75, 'floral': 72.875, 'fresh': 70.25, 'sweet': 65.875, 'woody': 60.8, 'green': 51.875, 'aromatic': 50.125, 'soapy': 49.25}","['Orange Blossom', 'Lilac', 'Aldehydes', 'Jasmine']","['Neroli', 'Ylang-Ylang']","['Vetiver', 'Benzoin', 'Musk']","{'very weak': 0, 'weak': 0, 'moderate': 1, 'long lasting': 1, 'eternal': 0}","{'intimate': 0, 'moderate': 2, 'strong': 0, 'enormous': 3}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Sweet Pea Душистый горошек,Nouvelle Etoile – Новая Заря,for women,4.0,1.0,"{'fresh': 100.0, 'green': 94.9091, 'floral': 89.1818, 'powdery': 70.7273, 'aldehydic': 68.1818, 'musky': 68.1818, 'white floral': 68.1818, 'rose': 57.3636, 'amber': 55.4545, 'violet': 55.4545}","['Aldehydes', 'Lily-of-the-Valley', 'Lilac']","['Green Notes', 'Rose', 'Violet']","['Musk', 'Amber']","{'very weak': 0, 'weak': 1, 'moderate': 1, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 3, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 1, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 2}"
Eau perlee,Jardin de France,for women,4.0,1.0,"{'citrus': 100.0, 'white floral': 81.3333, 'woody': 74.3333, 'powdery': 58.0, 'caramel': 53.3333, 'violet': 53.3333, 'patchouli': 53.3333, 'musky': 53.3333, 'sweet': 51.0, 'aromatic': 46.3333}","['Mandarin Orange', 'Petitgrain', 'Violet', 'Amalfi Lemon']","['Jasmine', 'Woodsy Notes', 'African Orange flower', 'Caramel']","['Musk', 'Patchouli']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Eau de Cologne L'Originale,Mont St Michel,for women and men,4.33,3.0,"{'citrus': 100.0, 'woody': 69.2683, 'amber': 64.1463, 'rose': 64.1463, 'white floral': 64.1463, 'powdery': 55.6097, 'floral': 52.1951, 'fresh spicy': 50.4878}",[],"['Bergamot', 'Bitter Orange', 'Rose', 'Jasmine', 'Sandalwood', 'Amber']",[],"{'very weak': 1, 'weak': 1, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 3, 'moderate': 0, 'strong': 1, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Eau givree,Jardin de France,for men,4.0,1.0,"{'citrus': 100.0, 'aromatic': 97.2, 'woody': 83.2, 'lavender': 72.0, 'marine': 72.0, 'fresh spicy': 56.6, 'powdery': 49.6, 'warm spicy': 48.2, 'salty': 46.8}","['Amalfi Lemon', 'Bergamot']","['Sea water', 'Lavender']","['Sandalwood', 'Patchouli', 'Virginia Cedar']","{'very weak': 0, 'weak': 0, 'moderate': 2, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 1, 'strong': 1, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Eau nacree,Jardin de France,for women,4.0,2.0,"{'white floral': 100.0, 'tuberose': 55.0, 'green': 54.1667, 'aquatic': 48.3333, 'woody': 46.6667, 'fresh': 45.0, 'floral': 44.1667}","['Water Notes', 'Galbanum']","['Lily', 'Jasmine', 'Tuberose', 'Rose', 'Cyclamen', 'Pepper']","['Virginia Cedar', 'Vanilla']","{'very weak': 1, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Eau irisee,Jardin de France,for women and men,,,"{'woody': 100.0, 'aromatic': 78.27590000000001, 'marine': 54.1379, 'white floral': 54.1379, 'sand': 54.1379, 'musky': 54.1379, 'amber': 54.1379, 'powdery': 45.6896}",['Cypress'],"['Pine Tree', 'Jasmine']","['Sea water', 'Woodsy Notes', 'Amber', 'Musk', 'Sand']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 1}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Eau epicee,Jardin de France,for women and men,,,"{'citrus': 100.0, 'warm spicy': 90.4545, 'powdery': 68.1818, 'fresh spicy': 68.1818, 'vanilla': 63.4091, 'soft spicy': 63.4091, 'white floral': 61.8182, 'musky': 61.8182, 'anis': 61.8182, 'floral': 55.4545}","['Ginger', 'Orange', 'Amalfi Lemon', 'Star Anise']","['Nutmeg', 'Cardamom', 'Jasmine']","['Musk', 'Vanilla']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Eau boisee,Jardin de France,for men,,,"{'citrus': 100.0, 'herbal': 91.6, 'woody': 86.0, 'white floral': 86.0, 'rose': 86.0, 'musky': 86.0, 'green': 86.0, 'aromatic': 86.0, 'fresh': 80.4, 'warm spicy': 80.4}","['Virginia Cedar', 'Tea', 'Amalfi Lemon']","['Rose', 'Jasmine', 'Artemisia', 'Ginger']",['Musk'],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Mury,Mury Paris,for women and men,,,{},[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Lavande,Mury Paris,for women and men,,,"{'lavender': 100.0, 'aromatic': 58.0, 'fresh spicy': 51.0, 'herbal': 44.0}",[],['Lavender'],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 1}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Jeux,Mury Paris,for women and men,,,{},[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Heliotrope,Mury Paris,for women,,,"{'powdery': 100.0, 'vanilla': 91.25, 'almond': 73.75, 'floral': 56.25}",[],['Heliotrope'],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 1, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Cuir de Russie,Mury Paris,for women and men,,,"{'leather': 100.0, 'animalic': 65.0, 'smoky': 51.0}",[],['Leather'],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 1}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Lacdor,Lubin,for women,,,{},[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 1}","{'intimate': 0, 'moderate': 1, 'strong': 1, 'enormous': 1}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Chanel No 5 Parfum,Chanel,for women,3.69,12257.0,"{'powdery': 100.0, 'woody': 98.833, 'aldehydic': 83.3484, 'iris': 81.7157, 'fresh': 80.4673, 'white floral': 79.0407, 'earthy': 76.7447, 'musky': 72.3644, 'citrus': 69.977, 'yellow floral': 65.8889}","['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Bergamot', 'Lemon']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civet', 'Amber', 'Sandalwood', 'Musk', 'Moss', 'Vetiver', 'Vanilla', 'Patchouli']","{'very weak': 93, 'weak': 120, 'moderate': 490, 'long lasting': 823, 'eternal': 611}","{'intimate': 288, 'moderate': 907, 'strong': 727, 'enormous': 513}","{'female': 43, 'more female': 15, 'unisex': 19, 'more male': 1, 'male': 1}","{'way overpriced': 17, 'overpriced': 21, 'ok': 26, 'good value': 7, 'great value': 4}"
Chanel No 5 Eau de Toilette,Chanel,for women,3.99,4385.0,"{'woody': 100.0, 'powdery': 96.9788, 'aldehydic': 83.2949, 'fresh': 81.1491, 'iris': 78.3101, 'earthy': 75.7693, 'white floral': 75.6368, 'citrus': 74.2083, 'musky': 71.5249, 'yellow floral': 66.2918}","['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Amalfi Lemon', 'Bergamot']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civetta', 'Sandalwood', 'Musk', 'oak moss', 'Vetiver', 'Amber', 'Vanille', 'Patchouli']","{'very weak': 55, 'weak': 106, 'moderate': 370, 'long lasting': 244, 'eternal': 136}","{'intimate': 168, 'moderate': 512, 'strong': 238, 'enormous': 169}","{'female': 43, 'more female': 26, 'unisex': 31, 'more male': 1, 'male': 0}","{'way overpriced': 7, 'overpriced': 17, 'ok': 52, 'good value': 13, 'great value': 2}"
Habanita,Molinard,for women,4.13,2217.0,"{'amber': 100.0, 'vanilla': 98.6342, 'powdery': 93.474, 'leather': 73.5071, 'sweet': 64.5997, 'woody': 64.217, 'animalic': 62.9042, 'floral': 59.9752, 'earthy': 55.4743, 'mossy': 53.3726}","['Raspberry', 'Peach', 'Orange Blossom', 'Bergamot']","['Heliotrope', 'Orris Root', 'Ylang-Ylang', 'Rose', 'Lilac', 'Jasmine']","['Leather', 'Benzoin', 'Vanilla', 'Amber', 'Oakmoss', 'Musk', 'Cedar']","{'very weak': 19, 'weak': 17, 'moderate': 76, 'long lasting': 134, 'eternal': 261}","{'intimate': 51, 'moderate': 175, 'strong': 249, 'enormous': 220}","{'female': 3, 'more female': 6, 'unisex': 10, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 2, 'ok': 3, 'good value': 3, 'great value': 8}"
